area_m,et
349661.8564393797,0.0
2083408.2574766763,19.666666666666668
2594443.0003831564,89.01666666666667
2668425.1259470126,95.48333333333333
3185115.0534928325,114.7
3380925.5574558955,142.11666666666667
3392960.9225913635,162.36666666666667
3392960.9225905067,186.28333333333333
3397325.8608302427,257.85
3351586.1381213516,260.6666666666667
3351586.1381213516,310.75
3351586.1381213516,332.6666666666667
