area_m,et
7389.171031220358,0.0
7389.162988871444,15.583333333333334
7389.162988871444,26.366666666666667
54275.669181500074,50.4
54275.667109431044,73.9
54275.667109431044,98.65
54275.669181500074,143.78333333333333
54275.669181500074,154.5
54275.669181500074,206.26666666666668
54275.667109431044,265.93333333333334
54275.667109431044,291.35
54275.667109431044,313.26666666666665
54257.40896246231,417.0
110281.80216002741,480.23333333333335
110281.80216006092,551.5833333333334
110281.78709275348,694.1
