area_m,et
926844.3241759674,0.0
653601.070173521,0.25
2510745.8966709413,22.0
2185061.4037728603,22.0
2185016.0988479895,44.78333333333333
2861256.3085678616,49.53333333333333
2950594.301366084,70.01666666666667
3322761.5888504838,70.7
3317749.4123109677,93.76666666666667
3796165.959859989,99.28333333333333
3946205.726966089,117.53333333333333
4293774.7126912875,119.1
4308299.6412786795,146.15
4331091.017239,167.41666666666666
4390141.888181458,194.68333333333334
4389895.114503624,213.23333333333332
4392169.598003995,239.0
4392008.714472909,286.9
4392807.614205107,334.8666666666667
4392844.242171268,359.81666666666666
4394339.253332522,385.78333333333336
4394339.253332522,407.21666666666664
4394339.253332522,433.55
4394339.253332522,478.28333333333336
4394339.253332522,504.3333333333333
4394339.253332522,526.55
4394339.253332522,552.85
4394339.253332522,574.7666666666667
4392124.409896148,597.0333333333333
4394339.253332606,622.0333333333333
4394339.253332522,648.8666666666667
4394339.253332522,670.4333333333333
4394339.253332522,696.1166666666667
4394339.253332522,743.45
4394339.898459113,769.2833333333333
4394339.898459113,889.0166666666667
