area_m,et
46902.044707479734,0.0
46902.04396538214,25.316666666666666
231846.3499987402,48.46666666666667
321051.3429541506,73.86666666666666
321051.33490260603,97.36666666666666
321051.33490260603,122.11666666666666
321051.33490260603,145.4
2077411.432527168,167.25
2077411.432527168,177.96666666666667
3931087.4719128055,229.75
3930846.996194035,240.46666666666667
3931087.46093476,242.81666666666666
3931087.46093476,265.03333333333336
3931087.46093476,289.4
4551910.150028307,314.81666666666666
4551910.150028307,336.73333333333335
5160218.382297805,503.7
5264212.259757728,574.4833333333333
5241610.75596825,575.05
5291287.224351678,602.7333333333333
5333287.0458594635,622.5833333333334
5520071.409691529,651.35
5438331.269162876,674.5166666666667
5444803.543387782,703.4666666666667
5471971.76438539,717.5666666666667
5471971.771258538,726.4666666666667
6649341.399275191,1055.55
6649341.399275191,1079.5833333333333
6658976.036528266,1104.0
6662875.647812485,1150.2166666666667
6667235.809465283,1175.7333333333333
6675542.164759881,1195.7666666666667
6662828.3915057,1246.3666666666666
