area_m,et
4927.492328070159,0.0
12532.662049856557,23.516666666666666
4927.498549848394,26.366666666666667
12532.672469484432,49.53333333333333
14952.150239157974,73.9
14952.150239157974,98.65
14952.150261625451,143.78333333333333
14952.150261625451,154.5
14952.150261625451,206.26666666666668
14952.150239157974,265.93333333333334
14952.150239157974,291.35
14952.150239157974,313.26666666666665
14936.75861551429,417.0
11008.317639228568,455.06666666666666
11008.317639228568,480.23333333333335
11008.317639228568,551.5833333333334
11008.315664094836,694.1
