area_m,et
6211873.087434568,0.0
9784657.8402917,30.783333333333335
9782910.358249234,39.266666666666666
11177038.11641125,72.03333333333333
12779626.771612568,93.18333333333334
13094143.9648792,115.68333333333334
17960439.22599442,173.03333333333333
18319599.228065107,212.78333333333333
20974492.469309144,234.95
23093070.35735678,260.03333333333336
25026325.566649202,284.28333333333336
25894767.37514344,306.85
30052366.237623066,310.6666666666667
31319157.11619692,330.3
31169183.543125056,331.45
33098268.462131344,356.78333333333336
33631200.97443495,379.03333333333336
34224939.71569854,404.6166666666667
34224939.71569854,406.28333333333336
34224939.71569854,451.78333333333336
34363153.10910197,499.35
43202321.807459116,616.2833333333333
44310230.64116471,621.6
44989829.67381826,643.2333333333333
45633223.54263481,670.3333333333334
46078033.158567816,690.9666666666667
47793874.13424992,717.5166666666667
49074607.6932526,737.9666666666667
51405897.85442158,764.0333333333333
51405390.02483121,784.6
52144190.785631634,787.4666666666667
53183019.62052878,813.85
54074357.632357225,824.4333333333333
54169671.421799816,884.15
54353028.38815239,908.5833333333334
54338612.41354638,910.2833333333333
54419268.00876166,954.3833333333333
54414394.539432205,958.2833333333333
54422521.231243216,1002.2833333333333
