area_m,et
25735.22462217664,0.0
1115549.36531088,31.816666666666666
1210928.0893474412,53.03333333333333
1857608.3717179706,80.53333333333333
2694021.504178147,99.88333333333334
2924194.4810809414,127.43333333333334
3066166.993400365,147.85
3307544.487052875,175.31666666666666
3997276.9677026924,195.63333333333333
3997276.9887054265,223.83333333333334
10583901.603763798,266.5833333333333
15271440.695155604,291.28333333333336
18727877.71919306,317.5
18727877.76892827,343.3333333333333
32251865.587341428,367.4166666666667
41103049.077573076,386.93333333333334
50375376.2468887,415.15
56583400.748260394,435.03333333333336
100486336.03143442,460.98333333333335
105226072.58784306,487.03333333333336
109961263.61372553,530.9666666666667
117365807.21995188,535.6
119550121.00625984,555.2833333333333
124514100.97801653,583.4166666666666
125966757.48203479,602.5666666666667
128284200.60287543,631.4666666666667
129937867.81007798,650.6833333333333
132248355.37934282,677.9666666666667
132248336.0144245,700.5833333333334
133938523.28114152,723.8333333333334
135035621.0161234,752.3166666666667
135035620.9204345,790.15
144113349.32435873,821.5333333333333
137960518.433984,843.4
143833593.0533993,872.0833333333334
144602696.91304028,891.5166666666667
144948211.20462132,919.5333333333333
145359120.26302186,939.1833333333333
154948404.01131484,1131.1333333333334
156589725.48330295,1181.5166666666667
157318250.87589806,1229.5833333333333
158832392.35673714,1298.55
158832392.35673714,1298.55
159266222.9410245,1348.1166666666666
159416109.32000673,1395.7666666666667
159416085.9127686,1467.1666666666667
159416085.9127686,1493.5833333333333
159416085.9127686,1515.6666666666667
159416085.9127686,1529.0166666666667
159853041.016983,1611.5166666666667
159853041.016983,1717.0333333333333
