area_m,et
64981533.907336496,0.0
123386674.89280193,16.216666666666665
142777491.83802637,42.733333333333334
148032499.50344318,58.333333333333336
163597417.2688299,61.71666666666667
169438122.57613304,61.86666666666667
231116422.21460465,85.5
255111243.54571003,89.76666666666667
338575090.40891355,110.28333333333333
313952961.6791887,113.56666666666666
338772654.222807,135.68333333333334
338550135.45154345,152.7
338273089.0041882,182.56666666666666
338273089.0041882,205.55
