area_m,et
220895834.49608794,0.0
285106483.2661247,6.1
443125289.1105666,25.133333333333333
440435593.64995736,29.316666666666666
451418805.24359053,31.166666666666668
464829193.56136423,51.266666666666666
521211720.2578257,72.9
527667767.67595446,78.61666666666666
558959661.6174624,100.18333333333334
521282915.52411264,104.98333333333333
587801595.4424343,119.93333333333334
552924971.6053532,129.06666666666666
605031019.3190913,147.75
577898553.5114251,153.31666666666666
613381286.8937912,167.81666666666666
587319486.4431653,186.95
605748065.7893888,194.3
599878786.5060636,199.71666666666667
609801698.2153326,216.76666666666668
609551132.1422762,221.98333333333332
612789666.6239133,239.85
612966081.6836753,244.43333333333334
618182131.1060992,264.8333333333333
613138496.1093053,268.9
620921447.229293,288.23333333333335
617884468.6019577,290.18333333333334
620505823.5675454,315.18333333333334
620505823.5675454,408.46666666666664
