area_m,et
12308922.268233346,0.0
31648832.552417032,21.5
31648981.429862443,25.5
12309200.969069429,25.75
31648985.839687716,48.11666666666667
41691380.248753175,71.25
31648985.839687716,72.0
41677781.08553459,92.8
60844669.48529738,97.11666666666666
68510829.76088342,118.3
68894651.77448152,143.1
72028506.71980244,145.9
72080931.56433791,163.56666666666666
74503501.20187756,174.0
82162724.53513737,193.5
74503566.87215196,204.0
