area_m,et
36323094.93266935,0.0
20324864.688935056,0.18333333333333332
44207872.924782716,23.7
57090669.76191046,24.766666666666666
65187483.73688262,48.9
65187494.5733092,71.04666666666667
74265806.57911229,74.81666666666666
72314963.13661438,75.46666666666667
75822495.73834026,95.0
75739567.26533423,97.76666666666667
75824925.82245731,122.65
75724453.91634196,126.86666666666666
75727774.46350305,142.1
75726128.10717945,157.16666666666666
75726459.61176851,168.93333333333334
75726128.10717945,192.08333333333334
