area_m,et
4855897.476113716,0.0
5784937.910176678,47.0
6225148.371210161,71.0
7429269.179851626,97.08333333333333
7525083.120337905,117.81666666666666
8094850.086541384,140.7
7634501.881115548,144.88333333333333
7788012.395139496,166.0
8020915.990770103,193.81666666666666
8179047.06531547,242.63333333333333
8250270.750978877,261.3
8344823.783695429,288.5833333333333
8379473.527713986,360.0
8484166.187721461,430.9166666666667
8484168.455939924,478.93333333333334
8498431.21931189,624.2666666666667
8498431.219311904,1440.1833333333334
8498431.219311904,1603.6833333333334
8498431.219311904,1627.3333333333333
