area_m,et
4647338.630591528,0.0
5251791.596149443,0.9666666666666667
5251791.594172087,4.25
5472627.588021635,23.25
5267119.33183656,25.25
5471848.143215225,45.71666666666667
5473490.271547723,51.0
5471849.336106441,73.25
5474907.451603949,94.75
5474978.7596765915,114.76666666666667
5475788.266602963,144.5
5474978.7596765915,166.25
5474978.7596765915,180.75
5475789.45837314,190.5
