area_m,et
107186757.10609737,0.0
105807237.25002787,16.216666666666665
175762447.9482324,23.166666666666668
171379224.5915363,30.666666666666668
197876660.128289,48.833333333333336
177096420.8735234,55.36666666666667
205014967.05427134,71.28333333333333
195171678.6387764,76.93333333333334
205868341.87946188,95.1
205906559.50256053,119.06666666666666
206620246.58169228,122.51666666666667
206647602.04719976,149.81666666666666
205911827.06531578,165.55
206647602.04719976,177.75
205923283.02233437,192.63333333333333
205925069.63883802,214.28333333333333
208914181.56191158,222.73333333333332
208914181.56191158,241.43333333333334
208915432.34176567,262.35
208915432.34176567,286.93333333333334
208914181.56191158,289.43333333333334
